question	extracted_review	Image	score	category
We39re can i get the rims for those tires .?	Just to emphasize, though, the package does not include rims (don't know where some people got that idea), just the tires.	http://ecx.images-amazon.com/images/I/41288Yju9yL._SY300_.jpg	2.0	Sports_and_Outdoors
What are the balls made of ?	Bocce Rocks and this set is fine so far!	http://ecx.images-amazon.com/images/I/51E3XFrz-fL._SX300_.jpg	1.1428571428571428	Sports_and_Outdoors
What are the dimensions of the tent . .?	This is a great tent.	http://ecx.images-amazon.com/images/I/511AxNux10L._SX300_.jpg	0.5714285714285714	Sports_and_Outdoors
What are the dimensions when the chair is folded closed ?	 Very easy to carry, too Great chair.	http://ecx.images-amazon.com/images/I/51qDluzHLVL._SX300_.jpg	1.0	Sports_and_Outdoors
What can you use in the loops on the bottom to connect to a belt ?	 It takes the weight of your duty gear from your hips and places it across your shoulders, making a much more comfortable day.	http://ecx.images-amazon.com/images/I/51nnTVH1tlL._SY300_.jpg	2.0	Sports_and_Outdoors
What color does child 13 come in ?	My two year old is now wearing her first pair and they still look brand new.	http://ecx.images-amazon.com/images/I/41-41aSEelL._SX300_.jpg	0.7142857142857143	Sports_and_Outdoors
What color is the reticle in the scope listed here . thank?	Optics are clear, low light is excellent, dead on in terms of groupings.	http://ecx.images-amazon.com/images/I/317f1qjwJOL._SX300_.jpg	1.0	Sports_and_Outdoors
What colors do you currently have available ?	The tag showed these colors but what we got was a dull brown and green.	http://ecx.images-amazon.com/images/I/31FtWQts2YL._SX300_.jpg	2.0	Sports_and_Outdoors
What is the inside dimensions of the oven . hxwx?	this will be a great addition to not only camping but also tailgating, opens up endless possibilities for cooking outdoors	http://ecx.images-amazon.com/images/I/517WyXRpHuL._SY300_.jpg	0.7142857142857143	Sports_and_Outdoors
What is the largest size ?	I will throw it a way in a year.	http://ecx.images-amazon.com/images/I/41AzHsEqRCL._SY300_.jpg	0.42857142857142855	Sports_and_Outdoors
What is the weight limit of this bicycle ?	This is a great bike for a tall person.	http://ecx.images-amazon.com/images/I/51vlLumDa4L._SX300_.jpg	1.2857142857142858	Sports_and_Outdoors
What kind of batteries does it take ?	The one click illumination power-on/off is genius.	http://ecx.images-amazon.com/images/I/410N05JelwL._SY300_.jpg	1.0	Sports_and_Outdoors
What kind of gas is required for this cooktop ?	Both burners burn with an orange flame and soot up the pan exteriors in only a few minutes.	http://ecx.images-amazon.com/images/I/41izSn2SrTL._SY300_.jpg	0.8571428571428571	Sports_and_Outdoors
What size is large for what shoe would theses fit thank yo?	 They fit my old wader boots fine; they are bigger than the boots, and strap down just fine.	http://ecx.images-amazon.com/images/I/51uPuRgh6cL._SX300_.jpg	2.0	Sports_and_Outdoors
Will it fit a double egal?	I got it for my Firepower m14 I got at Dick's and it was not advertised that it could fit in it.	http://ecx.images-amazon.com/images/I/21lzLPiUCPL.jpg	1.5714285714285714	Sports_and_Outdoors
Will rustoleum help help from rusting . and will heavy winds knock it dow?	It was raining this morning.	http://ecx.images-amazon.com/images/I/41ZEAHlnc5L._SX300_.jpg	0.5714285714285714	Sports_and_Outdoors
Will these arrows fit a barnett outdoors junior team bow ?	These are good suction cup arrows that worked well in addition to the ones that came with our original product.	http://ecx.images-amazon.com/images/I/31jsbkWzpUL._SY300_.jpg	1.4285714285714286	Sports_and_Outdoors
Will this fit with a 380 bersa thunder and clip on the side to wear ?	I am very happy about my purchase of the S&W .380 Body Guard holster.	http://ecx.images-amazon.com/images/I/41lQNFmW2pL._SX300_.jpg	1.2857142857142858	Sports_and_Outdoors
Will this hold a shotgun ?	It hold my fully loaded tactical shotgun.	http://ecx.images-amazon.com/images/I/41ygVb%2BgREL._SY300_.jpg	2.571428571428572	Sports_and_Outdoors
Will this work for gen 4 glock 3?	These work great with my glock 23.	http://ecx.images-amazon.com/images/I/512l0vlrv4L._SX300_.jpg	1.8571428571428568	Sports_and_Outdoors
Will this work with a sampw 653 357 ?	Plus could fit revolvers as well.	http://ecx.images-amazon.com/images/I/51NbOHrusVL._SY300_.jpg	1.5714285714285714	Sports_and_Outdoors
Would 3 small dogs fit inside . two are 5lbs each and one is 57lbs ?	For a 30 lb+ the weight of the dog addition, it's very easy to pull.	http://ecx.images-amazon.com/images/I/51aRedyhq9L._SY300_.jpg	1.8571428571428568	Sports_and_Outdoors
Are the grips secured with allen head fasteners ?	These laser grips are just great!	http://ecx.images-amazon.com/images/I/31ZKsMj5HLL._SX300_.jpg	1.5714285714285714	Sports_and_Outdoors
Are these unisex . and will they fit a smaller head?	They fit great and are comfortable.	http://ecx.images-amazon.com/images/I/31XZn0gyrtL._SX300_.jpg	2.2857142857142856	Sports_and_Outdoors
Can i use the trucks from penny board for this . my son penny board snapped in two?	When I got this board and strapped some trucks I realized it was definitely for cruising.	http://ecx.images-amazon.com/images/I/31eS7CBjr-L._SY300_.jpg	1.2857142857142858	Sports_and_Outdoors
Can i use with my leupold vx3 3 . 510x50mm scope . thank?	Needed addition to a scoped rifle that is meant for business.	http://ecx.images-amazon.com/images/I/415FUJz14gL._SX300_.jpg	1.0	Sports_and_Outdoors
Can these be recessed into concrete to form lighting on a pathway ?	Perfect for our boat, looking forward to the install, will make night fishing feel a little bit safer.	http://ecx.images-amazon.com/images/I/41wNh%2BTSf%2BL._SY300_.jpg	1.5714285714285714	Sports_and_Outdoors
Can these be worn by women ?	I love these BOA fully split shorts.	http://ecx.images-amazon.com/images/I/316JPRo1GtL._SY300_.jpg	0.5714285714285714	Sports_and_Outdoors
Can these pennants be attached to a stick ?	These mini pennants are just fuzzy enough to hang with double stick Velcro dots.	http://ecx.images-amazon.com/images/I/513wAGP8TgL._SY300_.jpg	2.0	Sports_and_Outdoors
Can we see the lights on both sides ?	The lighting must be pretty dark to see them.	http://ecx.images-amazon.com/images/I/41iE%2BXVPOzL._SY300_.jpg	2.142857142857143	Sports_and_Outdoors
Can you still use your iron sights with this mount ?	I will say, aiming with iron sights with this on still works but is made reasonably more difficult because you are aiming down a tube.	http://ecx.images-amazon.com/images/I/31yDD-pOkjL._SX300_.jpg	2.571428571428572	Sports_and_Outdoors
Could this be used on an inflatable waterslide . it has some leaks at the seams?	I bought this to waterproof the canvas top for my outdoor gazebo.	http://ecx.images-amazon.com/images/I/41E86cScJvL._SY300_.jpg	1.8571428571428568	Sports_and_Outdoors
Do they have pockets for handwarmer ?	They even have pockets for hand warmers.	http://ecx.images-amazon.com/images/I/41IlU33sWPL._SY300_.jpg	2.571428571428572	Sports_and_Outdoors
Do you need any special parts other then this . will this fit a schwinn bike?	After my son lost the skewer parts, I got this to fix his bike, looks great, hopefully they'll last the life of the bike.	http://ecx.images-amazon.com/images/I/31nyUvSNa2L._SY300_.jpg	1.1428571428571428	Sports_and_Outdoors
Do you sell a scabbard for this sword ?	The sword came with a plague that made it easy to hang up and it holds up.	http://ecx.images-amazon.com/images/I/51apde-cMvL._SX300_.jpg	1.8571428571428568	Sports_and_Outdoors
Does it come strung . can you leave it strun?	The only things you will need is string wax and finger tabs.	http://ecx.images-amazon.com/images/I/313nqFhEXiL._SY300_.jpg	1.4285714285714286	Sports_and_Outdoors
Does it come with grip tape or clear grip surface or not ?	no grip tape that I had to peel off and no de-sticky-ing the board afterward with lighter fluid.	http://ecx.images-amazon.com/images/I/31qCYrEQvyL._SY300_.jpg	2.571428571428572	Sports_and_Outdoors
Does it come with the ball mount ?	The wrist mount allows me to point where I want to and bring up the camera when I'm ready to take the shot.	http://ecx.images-amazon.com/images/I/41r-ThB2kAL._SX300_.jpg	1.0	Sports_and_Outdoors
Does the holder come with the pole in the picture . thanks dwayn?	Eh I was under the impression that the rod came with the cradle.	http://ecx.images-amazon.com/images/I/41HsXv3cDcL._SY300_.jpg	1.8571428571428568	Sports_and_Outdoors
Does this come with a carry bag . how big is it when folded up?	my boat has a tear and i bought a tear aid kit thing but the teare is to big i cant cover it with anything Good quality, glad we went with the 300 vs 200 version.	http://ecx.images-amazon.com/images/I/41PczPdfYwL._SY300_.jpg	1.0	Sports_and_Outdoors
Does this saddle come with the latigo straps to attach the cinch ?	A friend told me about the Wintec saddle.	http://ecx.images-amazon.com/images/I/41ZrK2RuAJL._SY300_.jpg	0.8571428571428571	Sports_and_Outdoors
Does this scope come with the pig plex reticle . thank?	The reticle is a little too cute.	http://ecx.images-amazon.com/images/I/412Ezu5-FQL._SY300_.jpg	1.4285714285714286	Sports_and_Outdoors
Has anyone tried this holster with a sig p226 mk25 navy ?	This holster works great for my Springfield 1911-A1.	http://ecx.images-amazon.com/images/I/41csuY%2BclTL._SY300_.jpg	1.7142857142857142	Sports_and_Outdoors
How are chin ups . it looks like the frame is in the way?	I can do pull-ups, but the bars curve on the inside too much so chin-ups are out.	http://ecx.images-amazon.com/images/I/41wmacQyYsL._SY300_.jpg	2.571428571428572	Sports_and_Outdoors
How do you maintenance the mats ?	On the positive side, the mats are very light, clean, easy to assemble, and have no odor (at least mine didn't).	http://ecx.images-amazon.com/images/I/51rlKQLZ5HL._SX300_.jpg	2.0	Sports_and_Outdoors
How long is the 60l bag overboard gear waterproof duffel bag 60 l ylw ob1012y?	I rounded up since overall it is a pretty good bag and the price is terrific (what I'd have bought instead is the more than double the cost North Face Base Camp duffel).	http://ecx.images-amazon.com/images/I/51maR3wDBeL._SX300_.jpg	1.1428571428571428	Sports_and_Outdoors
How much is the new generation of quick release . and do i need to purchase it separately?	The less cost is worth the difference.	http://ecx.images-amazon.com/images/I/41nHVcAF0XL._SX300_.jpg	1.5714285714285714	Sports_and_Outdoors
I have a 2004 f200 v6 and want to make sure it will fit before i order .?	It fit our motor perfect.	http://ecx.images-amazon.com/images/I/51C00WDRNIL._SY300_.jpg	1.4285714285714286	Sports_and_Outdoors
I have a ruger lcr 38 speical p and wondering if this case will fit my gun ?	This holster fits around my .38 Lightweight pistol quite nicely.	http://ecx.images-amazon.com/images/I/414PC9r80OL._SY300_.jpg	2.4285714285714284	Sports_and_Outdoors
I have motorola antroid will this case work for i?	I bought this because it could hold an iphone with an otterbox case on it.	http://ecx.images-amazon.com/images/I/51u6NGXSmUL._SX300_.jpg	1.2857142857142858	Sports_and_Outdoors
I want to use these pants for surf fishing . are they any good?	The pants fit well and keep their shape in the water.	http://ecx.images-amazon.com/images/I/31VAKGglQZL._SY300_.jpg	2.571428571428572	Sports_and_Outdoors
I would like to know the line rating for this mh two piece spinning rod ?	I was looking for a medium-heavy action rod and reel combo for carp fishing and I've got exactly what I was looking for.	http://ecx.images-amazon.com/images/I/31scGFFRFjL._SX300_.jpg	0.8571428571428571	Sports_and_Outdoors
Is there a rail to mount a scop?	its a ok gun I took it squirrel hunting and after 20 shots the lever to cock the gun fell of The shipping box had no padding and the inner box was opened already.	http://ecx.images-amazon.com/images/I/31ooc-XYWrL._SX300_.jpg	1.0	Sports_and_Outdoors
Is this a 3 piece set ?	My daughter loves the set Love the colors, but I have to admit the deep pockets do not stay on the mattress.	http://ecx.images-amazon.com/images/I/51knN45-REL._SY300_.jpg	1.0	Sports_and_Outdoors
Is this a set of 2 or just 1 strap ?	 Had previously bought straps from Overton and they cost more, were flimsy, and had only one small cheap hook,.	http://ecx.images-amazon.com/images/I/41xZZ40WjcL._SX300_.jpg	1.0	Sports_and_Outdoors
Please send me the table measure?	Disappointed because they sent me the wrong color.	http://ecx.images-amazon.com/images/I/31Jk-X%2Be3YL._SY300_.jpg	0.7142857142857143	Sports_and_Outdoors
So what exactly is included with this ?	This thing's great, with a lot of smaller pockets, dividers and organizers included to really let you set it up the way you want.	http://ecx.images-amazon.com/images/I/41GxQmRY1gL._SY300_.jpg	2.4285714285714284	Sports_and_Outdoors
The dimension of the box that you ship the bike . .?	 On 1st, 2nd and 7th gear the bike is awesome.	http://ecx.images-amazon.com/images/I/51xppcGzMjL._SX300_.jpg	1.0	Sports_and_Outdoors
What is the weight limit on the dual pro ladder stan?	This is my first ladder stand but I have been using Summit products for many years.	http://ecx.images-amazon.com/images/I/41XvpwEksKL._SY300_.jpg	0.8571428571428571	Sports_and_Outdoors
What other color are available and is it wireless ?	 They're ALL like that, wired or wireless.	http://ecx.images-amazon.com/images/I/41eymRRdAtL._SX300_.jpg	1.1428571428571428	Sports_and_Outdoors
What size for an adult male 53910quot and 175lbs . ?	Sizing: my son is 4'10&#34;, 92 lbs and wears the Adult Small) Not an elbow pad.	http://ecx.images-amazon.com/images/I/41GAZuz9djL._SY300_.jpg	1.7142857142857142	Sports_and_Outdoors
Where is the balance point ?	My Musashi - 1060 Carbon Steel - Differentially Hardened Katana came by UPS today in a large long box.	http://ecx.images-amazon.com/images/I/51IdYPAP73L._SY300_.jpg	0.8571428571428571	Sports_and_Outdoors
Will it fit a colt python 357 magnam ctg handgu?	Fit all my guns with no problems.	http://ecx.images-amazon.com/images/I/41YIDBX87IL._SY300_.jpg	1.8571428571428568	Sports_and_Outdoors
Will it fit a ruger american in 3006?	Fit perfectly on my savage 111 long action.	http://ecx.images-amazon.com/images/I/31CHVx5UlFL._SY300_.jpg	1.5714285714285714	Sports_and_Outdoors
Will this fit a 26 in cruiser . . huff?	Bearing set fit my Nirve Classic Cruiser perfectly.	http://ecx.images-amazon.com/images/I/410yyHW6o6L._SY300_.jpg	1.8571428571428568	Sports_and_Outdoors
Will this fit mark 3 ?	This ia a well fitting grip for the Mark II.	http://ecx.images-amazon.com/images/I/41wJ3%2BjKf2L._SX300_.jpg	2.2857142857142856	Sports_and_Outdoors
Will this fit sig 229 ?	Bought this to fit for my Sig 229.	http://ecx.images-amazon.com/images/I/416E7pjTmnL._SX300_.jpg	2.0	Sports_and_Outdoors
Will this machine help with hip rotation and maybe help with walking gait ?	You definitely want a unit that utilizes the wheel as opposed to the crank in order to expand the legs because, 1.	http://ecx.images-amazon.com/images/I/41MyHaCW3BL._SY300_.jpg	1.7142857142857142	Sports_and_Outdoors
Will this mount on a schwinn meridian adult trike ?	 This one is very comfortable, and can sit comfortably on trike when stopped to chat with folks or while dog does his duty.	http://ecx.images-amazon.com/images/I/31dt4s4SPvL._SY300_.jpg	2.0	Sports_and_Outdoors
Will this work in a 36 volt club car ?	The meter works very well on my old golf cart.	http://ecx.images-amazon.com/images/I/416h3bFO-FL._SY300_.jpg	1.7142857142857142	Sports_and_Outdoors
Will this work with flags the grommets ?	I had a flag especially made for my golf cart and this pole worked out perfectly.	http://ecx.images-amazon.com/images/I/31XkkSWHY6L._SY300_.jpg	2.0	Sports_and_Outdoors
Would this work loading 22lr magazines ?	This loader makes quick work of loading several magazines.	http://ecx.images-amazon.com/images/I/419RGdpLt8L._SY300_.jpg	1.5714285714285714	Sports_and_Outdoors
Are the fabric covers removalbe to clean ?	I wish that they sold plastic covers so I could keep the cushions nice looking for as long as possible.	http://ecx.images-amazon.com/images/I/5141hJglswL._SY300_.jpg	1.0	Patio_Lawn_and_Garden
Are the seats also vinyl straps under the cushions ?	The cushions are a brown color.	http://ecx.images-amazon.com/images/I/51od4cMKZTL._SY300_.jpg	0.7142857142857143	Patio_Lawn_and_Garden
Are there poles in the middle . impossible to tell from pictures . . ?	The stakes and ropes they send with the tent are a bit of a joke, so anticipate supplying your own.	http://ecx.images-amazon.com/images/I/21YUMObaF3L.jpg	1.1428571428571428	Patio_Lawn_and_Garden
Can i use 15 . 5 propane gas tank sold in the store instead of 20 lbs?	Fantastic home grill and yes you can take it camping with smaller propane cylinders by buying Camco 59213 Female POL/ Male ACME X 1&#34;-20 Male Propane Adapter.	http://ecx.images-amazon.com/images/I/417oKc%2BLE8L._SY300_.jpg	1.4285714285714286	Patio_Lawn_and_Garden
Can the chairs handle 300 lb?	 When all 6 chairs are around the table, they do not fit because of the framing of the chairs and the table.	http://ecx.images-amazon.com/images/I/51od4cMKZTL._SY300_.jpg	0.42857142857142855	Patio_Lawn_and_Garden
Can this be used on vinyl or just concret?	even tried Vaseline around rubber seal... no good.	http://ecx.images-amazon.com/images/I/41SdlQE92GL._SY300_.jpg	1.2857142857142858	Patio_Lawn_and_Garden
Can this be used outdoors ?	Super cute- can use indoors or outdoors.	http://ecx.images-amazon.com/images/I/41HilP9oaJL._SY300_.jpg	2.7142857142857144	Patio_Lawn_and_Garden
Can this be used to light the front of a house ?	I totally love my lights .	http://ecx.images-amazon.com/images/I/514Ppb6wLSL._SY300_.jpg	0.8571428571428571	Patio_Lawn_and_Garden
Can this be used to trim hedges ?	i use this trimmer to edge my lawn and it works great.	http://ecx.images-amazon.com/images/I/31XDJypCnrL._SY300_.jpg	2.4285714285714284	Patio_Lawn_and_Garden
Do you know if i can use this hose with model 0065950?	When I have an opportunity with the replacement I needed this as replacement hose for a 2500psi pressure washer I bought from harbor frieght after I accidentally got the other one against the muffler.	http://ecx.images-amazon.com/images/I/519bFLXcXNL._SY300_.jpg	1.0	Patio_Lawn_and_Garden
Does anyone know what size the vent duct openings are . 6 inch?	The four bars at the top for hanging lights are mor than enough plenty of vent holes.	http://ecx.images-amazon.com/images/I/41f02ZBKdqL._SY300_.jpg	0.8571428571428571	Patio_Lawn_and_Garden
Does it kill carpet beetles ?	love this product for killing fleas.like the smell also.	http://ecx.images-amazon.com/images/I/211%2BmT-XsKL.jpg	2.142857142857143	Patio_Lawn_and_Garden
Does it work with the go anywhere weber grill ?	Excellent table for the Weber Go-Anywhere charcoal grill that I just purchased from Amazon.	http://ecx.images-amazon.com/images/I/41EK4HZgspL._SY300_.jpg	2.4285714285714284	Patio_Lawn_and_Garden
Does this umbrella come with the base as shown in the picture ?	The umbrella itself opens and closes well.	http://ecx.images-amazon.com/images/I/31gK54vAxaL._SY300_.jpg	0.7142857142857143	Patio_Lawn_and_Garden
Does this unit use a standard length t5 light bulb . please identify size used?	The fixture and bulb are working.	http://ecx.images-amazon.com/images/I/31HOZ4lx--L._SX300_.jpg	0.8571428571428571	Patio_Lawn_and_Garden
How big is this rail ?	 Even in an Olympic size pool, I have never seen such a large rail.	http://ecx.images-amazon.com/images/I/31patixxIyL._SY300_.jpg	2.2857142857142856	Patio_Lawn_and_Garden
How deep is the pit to burn wood ?	Perhaps fire bowl could be a heavier gauge metal but for the price is very nice.	http://ecx.images-amazon.com/images/I/41ReV-pnsFL._SX300_.jpg	1.0	Patio_Lawn_and_Garden
How does the drain hook up if this were installed indoors ?	The hot tub components were packed inside the tub.	http://ecx.images-amazon.com/images/I/51m-gbTa7vL._SX300_.jpg	1.0	Patio_Lawn_and_Garden
How far away from my light loving tomato plants do i keep this panel for optimal light penetration .?	The light is really only good for one plant.	http://ecx.images-amazon.com/images/I/51pC31Y9VnL._SX300_.jpg	1.8571428571428568	Patio_Lawn_and_Garden
How many pounds per bag ?	After 40 lbs I had a auger jam.	http://ecx.images-amazon.com/images/I/51avspqBr2L._SY300_.jpg	2.0	Patio_Lawn_and_Garden
How quickly could this be shipped to zip code 94904 ?	Took me about 1 hour for the chairs.	http://ecx.images-amazon.com/images/I/6142SiVBI%2BL._SY300_.jpg	2.0	Patio_Lawn_and_Garden
How stable is it . looking to use it as a desk?	This table is well built very light and surprisingly stable.	http://ecx.images-amazon.com/images/I/31y8G-cRg9L._SX300_.jpg	2.2857142857142856	Patio_Lawn_and_Garden
How thick was the cushion i think they come in2 inch 3 inch and 4 inch widths?	The thickness is definitely not 4&#34;!	http://ecx.images-amazon.com/images/I/31ObJCRHLuL._SX300_.jpg	2.2857142857142856	Patio_Lawn_and_Garden
How well does it work in the winter say at 0 degrees . out of the win?	Will have to wait as it is snowing heavy now.	http://ecx.images-amazon.com/images/I/318WS%2BsBOQL._SY300_.jpg	1.1428571428571428	Patio_Lawn_and_Garden
I have a 639 umbrella would this fit . ?	I will order another one for the other umbrella .	http://ecx.images-amazon.com/images/I/61vh9yqF4XL._SY300_.jpg	1.0	Patio_Lawn_and_Garden
I need just the frame for the canopy does come with it ?	The canopy slipped right on the frame without issue.	http://ecx.images-amazon.com/images/I/41smOMG%2BhkL._SY300_.jpg	1.0	Patio_Lawn_and_Garden
I would like to know if the shed is waterproof inside . meaning stuff inside do not get wet?	The material is flimsy and difficult to stabilize during assembly.	http://ecx.images-amazon.com/images/I/51ZnHNTAilL._SX300_.jpg	1.4285714285714286	Patio_Lawn_and_Garden
Im looking for the choke lever for this carb . do you carry it?	The carburetor from Gen-Parts.com was $64.30 with free shipping.	http://ecx.images-amazon.com/images/I/412lafsHj6L._SY300_.jpg	1.2857142857142858	Patio_Lawn_and_Garden
Is the netting small enough to keep small gnats out ?	I highly recommend this for older pets that want to sit outside.	http://ecx.images-amazon.com/images/I/513Ok1lkGGL._SX300_.jpg	0.7142857142857143	Patio_Lawn_and_Garden
Is the sofa a glider ?	I bought this chair and  a three seat sofa from Martha Stewart collection and was greatly disappointed.	http://ecx.images-amazon.com/images/I/41Xo7irqzbL.jpg	0.2857142857142857	Patio_Lawn_and_Garden
Is the steel fire bowl removeable to clean ash ?	So the logs stick way out the top...can't even put the cover on or grill anything.	http://ecx.images-amazon.com/images/I/51WT3VhM3zL._SY300_.jpg	1.1428571428571428	Patio_Lawn_and_Garden
Is there enough space for cold smoker attachment to rest on the side to hold it ?	With those bolts adjusted correctly the smoker now sits level.	http://ecx.images-amazon.com/images/I/41TJ6TKWUuL._SY300_.jpg	1.8571428571428568	Patio_Lawn_and_Garden
Is this alibaster or whiteoff white ?	The material is flimsy and difficult to stabilize during assembly.	http://ecx.images-amazon.com/images/I/51ZnHNTAilL._SX300_.jpg	0.42857142857142855	Patio_Lawn_and_Garden
Is this generator electric start . if so does it come with a remote?	I immediately ran the generator without load for 5 hours and changed the oil as per the manual and stored it in the garage.	http://ecx.images-amazon.com/images/I/51Kop7enC-L._SY300_.jpg	1.4285714285714286	Patio_Lawn_and_Garden
Ok i am thoroughly confused . is the 85 bench the meshtopped model or the wood .?	This seems like a nice sturdy well-made bench and was a snap to put together.	http://ecx.images-amazon.com/images/I/41yhZZrIqgL._SY300_.jpg	1.2857142857142858	Patio_Lawn_and_Garden
What actually comes with this set picture show 8 chairs umbrello and table for a 7 piece se?	You get what you pay for and more with this Patio Set.	http://ecx.images-amazon.com/images/I/61i9VTAwNpL._SY300_.jpg	2.0	Patio_Lawn_and_Garden
What fabric is this and how thick . is it water proof or water resistant?	Leaked and material sagged too much which held the water in large pockets.	http://ecx.images-amazon.com/images/I/41IV9p8lu5L._SX300_.jpg	1.1428571428571428	Patio_Lawn_and_Garden
What is the color and material of the roof ?	The gazebo is light in weight, constructed of powder coated aluminum and steel, without looking &#34;cheap&#34;. The roof section are transparent, similar to dark-tinted windows, which allows minimal sunlight to filter through.	http://ecx.images-amazon.com/images/I/61dN3PoL49L._SY300_.jpg	2.571428571428572	Patio_Lawn_and_Garden
What is the company name of the manufacturer ?	I would suggest you consider another manufacturer!JC in Fort Smith, AR.	http://ecx.images-amazon.com/images/I/318WS%2BsBOQL._SY300_.jpg	1.1428571428571428	Patio_Lawn_and_Garden
What is the effective range of this unit ?	This product doesn't even make for a decent yard light, as so little light comes out of it.	http://ecx.images-amazon.com/images/I/51sfijOIaAL._SY300_.jpg	1.7142857142857142	Patio_Lawn_and_Garden
What is the height of the hand rail ?	I'm a woman so I struggled with the rails, I couldn't visualize how they went together and they didn't explain it.	http://ecx.images-amazon.com/images/I/61-xHGJg40L._SY300_.jpg	1.1428571428571428	Patio_Lawn_and_Garden
What is the size of the circuit breakers amps on this unit .?	The Champion generator is a Champion it is easily handling my Gas Furnace,Refrigerator, 55&#34; TV (off uhf antenna)(because cable is still out) and a few low wattage CFL lights and various charges for our phones, laptops etc.	http://ecx.images-amazon.com/images/I/51Kop7enC-L._SY300_.jpg	1.1428571428571428	Patio_Lawn_and_Garden
What is the weight limit on 639 swing .?	What a wonderful shopping experience.	http://ecx.images-amazon.com/images/I/41PUOYU9VUL._SX300_.jpg	0.2857142857142857	Patio_Lawn_and_Garden
What kind of stand did you buy for this . thank?	I got the stand they advertise as well.	http://ecx.images-amazon.com/images/I/31ZB2bs073L._SY300_.jpg	1.5714285714285714	Patio_Lawn_and_Garden
What the dimension of each chai?	The cushions are sturdy and thick.	http://ecx.images-amazon.com/images/I/51puWM3FdnL._SY300_.jpg	0.5714285714285714	Patio_Lawn_and_Garden
Where does the grease from meat go . does it have a removable grease tray .?	The grease catcher is a little drawer located in the pedestal that is easy to remove and empty.	http://ecx.images-amazon.com/images/I/51-f3itG5rL._SY300_.jpg	3.0	Patio_Lawn_and_Garden
Will it fit karcher model k 2 . 900m 1550 p?	I have the Karcher k2.26m pressure washer model.	http://ecx.images-amazon.com/images/I/41P%2By3iTpQL._SX300_.jpg	1.2857142857142858	Patio_Lawn_and_Garden
Will this fit on a k 2 . 97 m model?	I have the Karcher k2.26m pressure washer model.	http://ecx.images-amazon.com/images/I/41P%2By3iTpQL._SX300_.jpg	0.5714285714285714	Patio_Lawn_and_Garden
Would this tent support use of 1000w hps bulb ?	Pros:Decent qualityDecent reflective surfaceSpill trayCons:Light LeaksWeak Poles This is the first grow tent I have owned but it just classes up my whole operation.	http://ecx.images-amazon.com/images/I/41f02ZBKdqL._SY300_.jpg	1.1428571428571428	Patio_Lawn_and_Garden
Would you need two escutcheons so that you can remove the railing if neede?	TELL ME THE EASY WAY TO INSTALL MY RAIL.	http://ecx.images-amazon.com/images/I/31patixxIyL._SY300_.jpg	1.2857142857142858	Patio_Lawn_and_Garden
Are there any matching pieces like a loveseat ?	The problem is that the vendor, 'My Patio My Way', did not have any reviews at all, and in fact had just starting selling on Amazon.	http://ecx.images-amazon.com/images/I/51sA1oj3YqL._SY300_.jpg	0.2857142857142857	Patio_Lawn_and_Garden
Are these a 100 beeswax ?	The bees love them-  Excellent Product	http://ecx.images-amazon.com/images/I/41fy0EtikuL._SX300_.jpg	1.5714285714285714	Patio_Lawn_and_Garden
Can i order replacement cushions ?	The company then sent me replacement cushion covers and furniture clips for the entire set.	http://ecx.images-amazon.com/images/I/51LPHyDwlWL._SY300_.jpg	2.142857142857143	Patio_Lawn_and_Garden
Can it be used as a combiner to connect 4 solar panels in parallel ?	I've connected all my solar panels with this mc4 wires.	http://ecx.images-amazon.com/images/I/51t6n7q-xRL._SY300_.jpg	2.2857142857142856	Patio_Lawn_and_Garden
Can this be set up by one person ?	You do need more then one person to help though.	http://ecx.images-amazon.com/images/I/41oaR7rht2L._SX300_.jpg	2.8571428571428568	Patio_Lawn_and_Garden
Can this be shiiped to nj ?	Good effort to keep it in good health during shipment.	http://ecx.images-amazon.com/images/I/413QGNOX4zL._SX300_.jpg	0.42857142857142855	Patio_Lawn_and_Garden
Can you attach side screens to it as pictured ?	Fits perfectly on our existing canopy frame.	http://ecx.images-amazon.com/images/I/413M4S%2Bu6PL._SY300_.jpg	1.5714285714285714	Patio_Lawn_and_Garden
Do they ship to texas ?	I just got my camellia sinensis delivered today.	http://ecx.images-amazon.com/images/I/4118t8%2BUnEL._SX300_.jpg	0.7142857142857143	Patio_Lawn_and_Garden
Does it work with the go anywhere weber grill ?	Excellent table for the Weber Go-Anywhere charcoal grill that I just purchased from Amazon.	http://ecx.images-amazon.com/images/I/41EK4HZgspL._SY300_.jpg	2.8571428571428568	Patio_Lawn_and_Garden
Does the company make one for one bin ?	Make sure your bins are a fit before ordering.	http://ecx.images-amazon.com/images/I/41k1wri71zL._SY300_.jpg	1.0	Patio_Lawn_and_Garden
Does this arch have a little flexability if i need it to be a few inches wider ?	I just wish a better anchor was included with the arch.	http://ecx.images-amazon.com/images/I/41ks8iZisbL._SY300_.jpg	1.4285714285714286	Patio_Lawn_and_Garden
Does this attach with metal hoo?	Just he too top pieces.	http://ecx.images-amazon.com/images/I/513OI6%2BQQDL._SX300_.jpg	1.7142857142857142	Patio_Lawn_and_Garden
Does this come with mosquito netting or do you need to buy separately ?	I would however order it with the mosquito netting for extra shade.	http://ecx.images-amazon.com/images/I/51kb89My%2BPL._SX300_.jpg	1.7142857142857142	Patio_Lawn_and_Garden
